Ngày,Thành_phố,Khu_vực,Nhiệt_độ,Áp_suất,Tốc_độ_gió,Hướng_gió,Độ_ẩm,Chỉ_số_UV,Lượng_mưa,Thời_tiết,AQI,PM2.5,PM10,CO,NO2,SO2,O3
2023-04-16,Đà Nẵng,Trung Bộ,28.3,998.5,3.0,128,74.8,1.9,0.0,Mây,56.0,45.0,51.6,1.78,11.5,7.4,11.8
2023-04-16,Hải Phòng,Bắc Bộ,21.9,999.0,7.8,249,78.8,4.1,0.0,Nắng,67.0,47.6,73.8,4.03,14.2,5.8,19.8
2023-04-16,Cần Thơ,Nam Bộ,34.0,999.9,0.9,100,71.2,3.5,0.0,Nắng,46.0,33.1,44.4,3.12,10.4,13.7,18.6
2023-04-16,Huế,Trung Bộ,30.3,1008.0,2.1,293,75.7,1.5,0.0,Nắng,37.0,28.0,27.9,1.5,0.0,4.8,14.6
2023-04-16,Nha Trang,Trung Bộ,28.1,999.8,0.6,244,70.1,3.9,0.0,Nắng,30.0,21.3,40.7,1.05,1.0,5.1,9.9
2023-04-16,Đà Lạt,Tây Nguyên,23.0,998.3,1.0,338,69.6,3.7,0.0,Mây,43.0,29.8,36.7,2.15,12.2,11.4,10.9
2023-04-16,Vũng Tàu,Nam Bộ,31.5,995.1,8.5,169,73.6,6.1,0.0,Nắng,58.0,29.6,45.4,2.69,7.9,6.3,12.5
2023-04-16,Hạ Long,Bắc Bộ,15.6,997.6,4.3,40,75.9,5.5,0.0,Mây,69.0,47.8,67.6,4.37,12.9,16.1,15.9
2023-04-17,Hà Nội,Bắc Bộ,17.9,998.6,2.2,89,71.1,3.9,0.0,Nắng,68.0,46.2,71.1,2.83,11.7,13.5,21.8
2023-04-17,TP Hồ Chí Minh,Nam Bộ,31.4,1002.8,4.3,108,66.8,1.0,0.0,Nắng,83.0,62.6,91.2,5.02,23.3,16.3,29.0
2023-04-17,Đà Nẵng,Trung Bộ,26.2,1003.1,4.1,23,80.5,2.5,0.0,Nắng,45.0,40.1,87.5,2.04,11.1,12.3,16.6
2023-04-17,Hải Phòng,Bắc Bộ,19.3,996.1,2.3,103,68.6,0.7,0.0,Nắng,74.0,58.4,83.3,4.92,7.3,13.2,28.9
2023-04-17,Cần Thơ,Nam Bộ,34.4,1004.8,2.5,269,77.4,5.7,0.0,Nắng,45.0,35.3,54.0,2.5,3.0,5.5,15.0
2023-04-17,Huế,Trung Bộ,26.0,996.8,4.6,162,67.6,8.3,0.0,Nắng,41.0,32.8,48.0,2.02,13.9,0.4,7.3
2023-04-17,Nha Trang,Trung Bộ,31.4,1008.6,5.7,174,69.9,4.7,0.0,Nắng,51.0,44.3,58.3,2.43,12.8,7.4,8.2
2023-04-17,Đà Lạt,Tây Nguyên,16.6,1006.6,3.3,96,69.1,1.7,0.0,Nắng,39.0,32.5,30.1,1.02,5.6,5.8,3.7
2023-04-17,Vũng Tàu,Nam Bộ,28.4,1004.4,1.2,313,69.7,1.5,0.0,Nắng,51.0,39.1,61.0,2.92,9.6,4.1,8.2
2023-04-17,Hạ Long,Bắc Bộ,19.2,1004.9,4.7,336,56.3,2.6,0.0,Nắng,62.0,44.6,69.7,2.58,9.6,8.2,24.2
2023-04-18,Hà Nội,Bắc Bộ,19.8,1004.7,1.2,66,64.8,3.9,10.1,Mưa vừa,73.0,53.4,68.1,3.13,23.4,6.5,16.8
2023-04-18,TP Hồ Chí Minh,Nam Bộ,33.0,,0.9,184,72.1,6.1,0.0,Nắng,85.0,66.7,120.5,3.95,16.0,9.3,24.3
2023-04-18,Đà Nẵng,Trung Bộ,26.0,997.2,2.8,116,74.8,3.8,14.9,Mưa vừa,43.0,32.1,50.5,2.11,14.3,9.4,8.1
2023-04-18,Hải Phòng,Bắc Bộ,10.9,994.3,2.6,95,68.1,1.3,0.0,Nắng,65.0,49.9,86.8,2.8,9.5,12.4,16.1
2023-04-18,Cần Thơ,Nam Bộ,31.6,1004.3,2.1,41,59.0,3.4,0.0,Nắng,58.0,51.3,79.0,2.69,20.4,0.0,19.1
2023-04-18,Huế,Trung Bộ,29.3,998.6,3.0,302,69.5,4.4,0.0,Nắng,36.0,19.2,25.9,2.08,8.5,12.3,6.4
2023-04-18,Nha Trang,Trung Bộ,27.8,,0.6,307,83.7,1.1,0.0,Nắng,44.0,36.7,49.8,2.89,5.8,12.6,13.4
2023-04-18,Đà Lạt,Tây Nguyên,20.3,999.2,3.0,173,73.9,1.9,1.1,Mưa nhẹ,32.0,20.7,20.6,2.0,1.8,6.9,7.7
2023-04-18,Vũng Tàu,Nam Bộ,31.5,994.4,1.8,288,74.6,1.7,0.0,Mây,71.0,49.4,72.0,3.44,9.2,9.7,17.7
2023-04-18,Hạ Long,Bắc Bộ,12.3,996.7,4.3,113,72.6,1.7,0.0,Nắng,77.0,52.2,78.9,3.36,16.1,6.4,25.8
2023-04-19,Hà Nội,Bắc Bộ,22.1,999.5,0.8,253,72.1,1.7,0.0,Mây,49.0,36.7,50.6,1.82,5.9,2.6,9.6
2023-04-19,TP Hồ Chí Minh,Nam Bộ,36.8,1003.2,1.7,121,74.9,3.2,0.0,Mây,77.0,64.5,89.7,3.92,19.1,10.6,21.1
2023-04-19,Đà Nẵng,Trung Bộ,27.5,1004.0,3.9,182,78.3,5.8,0.0,Nắng,46.0,33.8,44.8,2.47,11.7,5.1,17.0
2023-04-19,Hải Phòng,Bắc Bộ,20.4,997.3,1.7,35,58.0,11.7,0.0,Nắng,64.0,52.1,94.1,2.19,10.6,7.8,17.5
2023-04-19,Cần Thơ,Nam Bộ,31.0,1001.3,5.2,213,72.9,7.5,0.0,Mây,68.0,56.7,70.2,3.11,18.0,8.8,12.3
2023-04-19,Huế,Trung Bộ,28.9,1000.9,6.9,28,68.2,2.7,0.0,Mây,50.0,31.6,64.7,2.98,12.6,9.2,5.4
2023-04-19,Nha Trang,Trung Bộ,27.7,999.0,0.8,288,69.8,5.0,0.8,Mưa nhẹ,29.0,26.5,40.8,1.69,12.8,6.8,8.8
2023-04-19,Đà Lạt,Tây Nguyên,15.0,989.9,0.7,170,63.7,0.6,0.0,Nắng,25.0,18.1,23.6,1.12,1.7,2.3,14.6
2023-04-19,Vũng Tàu,Nam Bộ,34.3,1003.2,3.8,260,69.0,2.7,1.6,Mưa nhẹ,44.0,30.4,51.5,2.85,2.3,3.4,6.9
2023-04-19,Hạ Long,Bắc Bộ,14.4,1007.0,6.4,51,75.9,1.0,6.6,Mưa vừa,42.0,35.1,51.2,1.82,7.9,3.7,9.8
2023-04-20,Hà Nội,Bắc Bộ,19.5,994.5,7.7,275,69.4,3.5,3.3,Mưa nhẹ,65.0,46.8,61.0,3.56,13.3,11.3,22.1
2023-04-20,TP Hồ Chí Minh,Nam Bộ,29.9,998.2,4.4,50,73.6,3.2,0.0,Nắng,91.0,73.4,131.4,4.39,12.7,16.0,29.7
2023-04-20,Đà Nẵng,Trung Bộ,24.1,992.9,3.6,33,74.5,0.4,0.0,Mây,49.0,36.8,57.1,2.39,6.1,12.3,15.9
2023-04-20,Hải Phòng,Bắc Bộ,17.4,1000.1,6.1,77,70.0,11.9,0.0,Mây,65.0,43.5,64.7,3.0,20.3,1.2,18.0
2023-04-20,Cần Thơ,Nam Bộ,32.4,1004.8,2.9,244,74.1,4.5,0.8,Mưa nhẹ,75.0,52.8,103.4,3.9,9.2,11.8,16.1
2023-04-20,Huế,Trung Bộ,28.1,1004.3,4.3,272,75.2,1.8,9.3,Mưa vừa,24.0,10.7,18.6,1.11,5.0,4.3,8.8
2023-04-20,Nha Trang,Trung Bộ,31.1,1003.0,0.1,124,76.8,0.2,1.0,Mưa nhẹ,57.0,41.6,59.9,2.89,14.8,8.9,16.1
2023-04-20,Đà Lạt,Tây Nguyên,16.4,1002.4,2.5,293,65.7,1.8,4.0,Mưa nhẹ,18.0,10.9,21.8,0.96,0.7,0.0,4.1
2023-04-20,Vũng Tàu,Nam Bộ,32.0,997.1,2.8,235,75.1,4.9,0.0,Mây,47.0,24.7,56.0,2.53,0.7,7.7,4.5
2023-04-20,Hạ Long,Bắc Bộ,17.3,1000.1,11.5,18,74.5,2.9,0.0,Nắng,65.0,52.9,68.2,3.69,14.5,7.0,22.6
2023-04-21,Hà Nội,Bắc Bộ,21.8,1006.7,3.4,67,63.1,1.3,6.0,Mưa vừa,81.0,53.8,87.1,5.32,18.9,4.9,12.6
2023-04-21,TP Hồ Chí Minh,Nam Bộ,32.3,1003.4,3.1,340,77.5,6.6,0.0,Nắng,57.0,39.4,61.3,3.3,15.2,7.6,22.3
2023-04-21,Đà Nẵng,Trung Bộ,29.6,998.4,2.2,262,67.4,2.2,0.0,Nắng,34.0,26.1,20.6,2.03,7.2,7.9,26.5
2023-04-21,Hải Phòng,Bắc Bộ,18.1,1008.5,4.9,274,73.3,0.7,0.0,Nắng,74.0,59.3,76.3,4.15,12.1,15.6,20.3
2023-04-21,Cần Thơ,Nam Bộ,29.1,992.8,2.9,354,73.1,1.2,0.0,Nắng,71.0,61.9,90.0,3.65,19.8,13.4,22.4
2023-04-21,Huế,Trung Bộ,30.8,1004.0,4.2,97,73.3,5.5,7.6,Mưa vừa,41.0,33.1,41.7,2.68,15.7,5.3,9.1
2023-04-21,Nha Trang,Trung Bộ,30.8,994.1,2.4,48,80.7,0.5,0.0,Nắng,42.0,34.8,69.5,1.99,7.4,0.0,19.8
2023-04-21,Đà Lạt,Tây Nguyên,23.4,999.8,3.3,340,66.8,0.7,0.0,Mây,37.0,25.0,44.1,2.13,2.8,5.5,5.6
2023-04-21,Vũng Tàu,Nam Bộ,33.4,1003.6,0.4,0,78.1,3.9,0.0,Nắng,46.0,30.9,52.8,2.3,0.7,9.2,25.0
2023-04-21,Hạ Long,Bắc Bộ,17.9,1003.1,7.9,153,67.0,9.3,0.0,Nắng,48.0,36.0,49.9,2.76,2.4,7.9,11.6
2023-04-22,Hà Nội,Bắc Bộ,23.6,995.4,4.1,138,72.4,2.4,0.0,Nắng,83.0,60.3,90.7,3.87,11.4,20.7,25.7
2023-04-22,TP Hồ Chí Minh,Nam Bộ,32.1,998.6,2.1,170,73.8,1.4,0.0,Mây,78.0,59.0,91.6,4.19,14.8,12.2,11.0
2023-04-22,Đà Nẵng,Trung Bộ,25.4,990.5,3.6,159,77.4,1.3,0.0,Nắng,50.0,33.1,37.8,2.88,2.0,10.4,8.8
2023-04-22,Hải Phòng,Bắc Bộ,17.7,990.1,1.3,4,64.9,8.9,0.0,Mây,61.0,47.1,69.4,2.35,12.4,6.1,12.9
2023-04-22,Cần Thơ,Nam Bộ,32.1,1001.3,3.9,23,83.7,3.7,0.0,Nắng,42.0,36.2,45.4,1.87,8.4,7.5,14.1
2023-04-22,Huế,Trung Bộ,27.4,1002.4,1.6,9,72.0,1.2,0.0,Mây,51.0,34.3,52.1,3.01,1.9,4.7,21.9
2023-04-22,Nha Trang,Trung Bộ,35.2,1006.2,2.9,98,70.5,0.3,0.0,Nắng,37.0,36.4,48.0,1.25,9.9,7.6,9.0
2023-04-22,Đà Lạt,Tây Nguyên,17.1,996.6,10.7,263,72.4,1.5,0.0,Nắng,43.0,30.5,43.5,1.37,6.6,1.8,2.4
2023-04-22,Vũng Tàu,Nam Bộ,29.9,1002.9,0.3,244,75.5,3.7,0.0,Mây,60.0,42.7,75.7,2.61,6.0,10.0,16.8
2023-04-22,Hạ Long,Bắc Bộ,18.3,1002.7,10.6,223,73.1,3.7,0.0,Mây,61.0,51.8,79.5,3.18,5.9,10.6,11.5
2023-04-23,Hà Nội,Bắc Bộ,18.0,995.4,1.2,127,74.9,1.6,0.0,Mây,83.0,55.8,78.3,4.74,18.2,14.5,19.4
2023-04-23,TP Hồ Chí Minh,Nam Bộ,32.6,1007.1,7.7,208,63.8,6.2,0.0,Mây,94.0,52.4,66.3,4.74,20.6,19.8,26.3
2023-04-23,Đà Nẵng,Trung Bộ,29.2,999.4,1.4,222,72.4,2.1,0.0,Nắng,44.0,36.0,72.7,2.18,4.9,9.5,13.9
2023-04-23,Hải Phòng,Bắc Bộ,21.3,997.1,2.0,287,71.8,2.1,0.0,Nắng,51.0,47.1,75.1,2.94,16.0,4.2,9.1
2023-04-23,Cần Thơ,Nam Bộ,32.2,1004.4,1.0,277,88.4,5.1,0.0,Nắng,49.0,35.9,69.0,2.97,12.1,11.1,5.1
2023-04-23,Huế,Trung Bộ,27.4,1009.4,3.2,353,80.7,0.6,0.0,Nắng,35.0,35.8,39.8,1.53,11.5,3.7,10.0
2023-04-23,Nha Trang,Trung Bộ,32.8,999.3,2.2,297,65.4,1.7,3.7,Mưa nhẹ,31.0,27.1,51.1,1.36,3.6,3.2,3.0
2023-04-23,Đà Lạt,Tây Nguyên,19.3,1002.0,2.7,99,69.9,0.2,0.0,Nắng,31.0,24.4,52.1,1.47,10.1,9.7,17.9
2023-04-23,Vũng Tàu,Nam Bộ,34.7,999.0,5.0,302,77.6,2.4,0.0,Nắng,63.0,51.5,83.8,3.51,10.1,9.9,20.2
2023-04-23,Hạ Long,Bắc Bộ,15.8,1003.8,5.6,2,76.7,4.2,0.0,Nắng,54.0,38.0,44.9,2.66,15.1,7.4,8.7
2023-04-24,Hà Nội,Bắc Bộ,17.1,993.8,4.7,290,68.0,5.6,0.0,Mây,74.0,56.0,78.0,3.99,4.5,13.9,16.8
2023-04-24,TP Hồ Chí Minh,Nam Bộ,29.5,992.0,3.0,152,76.7,12.0,0.0,Nắng,68.0,49.3,68.7,2.4,6.5,2.8,7.0
2023-04-24,Đà Nẵng,Trung Bộ,31.1,1001.1,1.8,211,81.2,0.7,0.6,Mưa nhẹ,69.0,49.9,68.5,3.29,5.6,10.7,11.6
2023-04-24,Hải Phòng,Bắc Bộ,11.8,997.5,2.5,164,73.5,1.3,8.2,Mưa vừa,46.0,34.1,32.7,3.02,19.3,3.0,7.6
2023-04-24,Cần Thơ,Nam Bộ,32.8,997.4,1.7,175,72.6,0.3,0.0,Mây,37.0,26.0,44.0,1.52,9.7,6.0,1.8
2023-04-24,Huế,Trung Bộ,30.0,1001.2,6.2,108,72.5,6.3,0.0,Nắng,37.0,23.2,24.0,1.79,2.3,9.1,11.7
2023-04-24,Nha Trang,Trung Bộ,31.7,999.4,1.6,228,78.2,0.9,10.2,Mưa vừa,47.0,38.2,50.5,2.85,15.5,5.4,11.9
2023-04-24,Đà Lạt,Tây Nguyên,17.9,990.0,1.5,117,62.7,3.2,1.2,Mưa nhẹ,13.0,5.0,2.7,1.04,0.0,4.6,4.1
2023-04-24,Vũng Tàu,Nam Bộ,34.4,999.3,1.8,57,80.2,5.2,0.0,Mây,46.0,34.9,49.7,2.18,6.9,5.0,10.7
2023-04-24,Hạ Long,Bắc Bộ,18.1,1010.5,1.3,155,75.9,3.4,0.0,Nắng,44.0,30.3,60.3,2.27,1.8,8.9,9.4
2023-04-25,Hà Nội,Bắc Bộ,16.1,992.4,2.3,145,70.9,1.3,0.0,Mây,64.0,47.8,92.8,3.15,13.1,7.5,16.2
2023-04-25,TP Hồ Chí Minh,Nam Bộ,29.1,987.1,6.6,342,68.0,0.4,5.8,Mưa vừa,70.0,55.4,86.8,3.98,10.0,8.3,15.7
2023-04-25,Đà Nẵng,Trung Bộ,28.8,1002.0,1.7,202,69.1,1.7,0.0,Nắng,50.0,43.1,56.1,3.17,16.5,4.0,16.8
2023-04-25,Hải Phòng,Bắc Bộ,20.8,994.9,9.9,192,68.1,2.1,0.0,Mây,67.0,47.4,65.4,3.39,15.9,9.1,13.2
2023-04-25,Cần Thơ,Nam Bộ,30.7,996.1,6.3,259,68.5,0.2,0.0,Nắng,58.0,35.5,44.7,2.98,11.9,8.1,11.4
2023-04-25,Huế,Trung Bộ,28.1,993.6,2.9,300,76.8,1.6,0.0,Nắng,57.0,38.9,69.5,2.5,6.1,10.8,11.6
2023-04-25,Nha Trang,Trung Bộ,29.6,998.7,6.1,141,89.0,4.0,19.4,Mưa vừa,35.0,25.1,32.1,1.78,7.1,4.0,19.0
2023-04-25,Đà Lạt,Tây Nguyên,21.4,1001.0,1.1,291,62.6,3.7,1.6,Mưa nhẹ,38.0,25.1,17.2,1.94,13.7,9.5,13.9
2023-04-25,Vũng Tàu,Nam Bộ,32.5,1004.8,1.7,280,55.9,0.2,0.0,Nắng,42.0,33.4,44.0,2.44,10.5,9.8,5.5
2023-04-25,Hạ Long,Bắc Bộ,19.4,1005.2,4.3,286,75.8,1.1,0.0,Mây,46.0,38.7,63.9,2.86,17.2,11.3,2.3
2023-04-26,Hà Nội,Bắc Bộ,17.1,1001.9,3.1,206,75.3,3.8,0.0,Nắng,82.0,59.2,93.1,2.71,13.9,14.6,25.2
2023-04-26,TP Hồ Chí Minh,Nam Bộ,33.5,996.5,4.7,216,78.9,3.4,0.0,Nắng,87.0,59.6,95.0,3.99,11.0,14.5,26.3
2023-04-26,Đà Nẵng,Trung Bộ,31.7,1004.5,1.7,217,87.6,10.7,0.0,Mây,43.0,35.6,41.7,2.25,8.6,8.4,7.4
2023-04-26,Hải Phòng,Bắc Bộ,17.5,1004.4,3.1,68,76.1,1.4,0.0,Nắng,63.0,49.5,83.0,3.68,17.3,15.4,23.9
2023-04-26,Cần Thơ,Nam Bộ,29.4,1009.2,9.2,205,68.0,0.3,0.0,Nắng,65.0,36.9,51.0,3.15,19.8,14.0,21.2
2023-04-26,Huế,Trung Bộ,31.3,1006.5,9.1,175,80.6,0.4,0.0,Nắng,49.0,31.7,60.0,1.79,4.9,2.9,10.7
2023-04-26,Nha Trang,Trung Bộ,24.9,1001.0,0.7,170,73.8,1.4,0.0,Mây,38.0,26.5,50.9,2.2,6.5,9.6,12.5
2023-04-26,Đà Lạt,Tây Nguyên,21.3,1000.9,4.1,129,63.4,2.5,0.0,Nắng,31.0,20.0,27.9,1.94,0.0,6.9,8.4
2023-04-26,Vũng Tàu,Nam Bộ,30.5,992.5,7.5,66,68.3,1.6,0.0,Nắng,44.0,35.2,71.6,1.45,9.5,11.0,22.4
2023-04-26,Hạ Long,Bắc Bộ,19.7,996.7,5.4,205,67.7,2.8,0.0,Nắng,59.0,41.3,58.0,2.64,23.5,11.1,12.6
2023-04-27,Hà Nội,Bắc Bộ,21.8,1001.8,3.9,167,72.9,2.2,0.0,Mây,64.0,49.9,77.6,3.6,11.6,8.4,7.4
2023-04-27,TP Hồ Chí Minh,Nam Bộ,34.7,993.6,10.0,156,77.4,0.7,0.0,Nắng,82.0,68.1,112.8,3.06,18.2,7.0,30.4
2023-04-27,Đà Nẵng,Trung Bộ,26.2,998.5,6.1,185,78.6,0.3,0.0,Nắng,51.0,41.8,56.0,2.04,11.3,8.6,15.1
2023-04-27,Hải Phòng,Bắc Bộ,19.1,994.9,2.6,112,68.1,5.6,0.0,Mây,58.0,31.5,39.9,2.88,5.8,3.6,10.7
2023-04-27,Cần Thơ,Nam Bộ,29.8,996.3,2.7,53,63.9,3.2,0.0,Nắng,51.0,38.7,40.5,2.57,14.0,9.1,11.7
2023-04-27,Huế,Trung Bộ,27.7,997.7,7.5,294,62.3,1.5,0.0,Mây,65.0,46.1,74.4,2.52,13.8,6.1,16.9
2023-04-27,Nha Trang,Trung Bộ,28.5,1003.9,1.9,228,72.5,2.0,0.0,Nắng,64.0,44.9,78.4,2.84,16.5,3.4,25.6
2023-04-27,Đà Lạt,Tây Nguyên,15.1,1000.9,3.1,131,73.9,2.2,1.5,Mưa nhẹ,41.0,29.0,37.3,2.35,3.1,8.3,7.3
2023-04-27,Vũng Tàu,Nam Bộ,34.3,1000.0,6.2,352,72.1,2.3,0.0,Mây,35.0,20.3,32.4,1.82,7.4,11.3,16.4
2023-04-27,Hạ Long,Bắc Bộ,18.6,1002.2,5.1,30,64.0,2.9,0.0,Mây,67.0,44.1,54.1,3.44,19.6,10.8,19.0
2023-04-28,Hà Nội,Bắc Bộ,18.6,999.8,0.5,300,74.3,0.9,0.0,Mây,81.0,60.3,77.8,3.89,16.7,12.2,32.8
2023-04-28,TP Hồ Chí Minh,Nam Bộ,36.8,1003.9,0.8,2,76.9,3.9,0.0,Nắng,68.0,52.2,75.4,4.19,15.0,12.8,15.3
2023-04-28,Đà Nẵng,Trung Bộ,25.4,995.3,1.1,174,70.5,1.9,0.0,Mây,45.0,25.9,31.2,2.29,11.0,12.0,8.6
2023-04-28,Hải Phòng,Bắc Bộ,17.2,992.5,3.1,277,85.1,5.5,0.0,Nắng,77.0,70.9,95.8,3.89,10.0,13.1,16.7
2023-04-28,Cần Thơ,Nam Bộ,33.2,999.6,4.7,162,71.2,2.6,0.0,Nắng,76.0,60.9,96.1,3.68,18.1,9.7,20.7
2023-04-28,Huế,Trung Bộ,28.5,994.4,1.6,32,68.2,1.6,0.0,Nắng,50.0,33.7,37.6,2.34,8.2,3.5,12.4
2023-04-28,Nha Trang,Trung Bộ,21.2,997.3,13.1,276,76.0,2.1,0.0,Mây,46.0,28.9,54.9,2.5,9.1,3.9,10.2
2023-04-28,Đà Lạt,Tây Nguyên,19.5,1000.6,3.4,190,73.9,4.8,0.0,Mây,20.0,23.7,44.9,1.41,9.7,9.4,2.9
2023-04-28,Vũng Tàu,Nam Bộ,28.9,1004.2,3.8,242,65.3,0.8,0.0,Mây,43.0,41.7,48.5,2.03,11.6,10.7,21.7
2023-04-28,Hạ Long,Bắc Bộ,23.7,1001.4,9.1,11,64.2,0.6,0.3,Mưa nhẹ,63.0,47.6,61.0,2.99,11.2,9.8,14.6
2023-04-29,Hà Nội,Bắc Bộ,13.6,1000.2,0.5,74,75.6,1.5,1.7,Mưa nhẹ,60.0,53.2,74.1,2.76,14.0,4.7,11.9
2023-04-29,TP Hồ Chí Minh,Nam Bộ,34.4,995.0,2.4,293,75.7,0.3,0.1,Mưa nhẹ,79.0,67.2,93.1,4.88,12.5,12.8,18.8
2023-04-29,Đà Nẵng,Trung Bộ,30.0,1002.6,6.0,223,75.6,3.3,3.4,Mưa nhẹ,44.0,27.2,42.7,1.92,4.5,1.2,11.1
2023-04-29,Hải Phòng,Bắc Bộ,19.3,1001.9,13.0,248,71.7,6.2,0.0,Nắng,64.0,39.4,49.0,2.56,9.5,10.0,15.1
2023-04-29,Cần Thơ,Nam Bộ,34.2,996.8,2.8,344,82.1,1.5,0.0,Mây,54.0,32.6,43.8,2.94,0.0,4.5,16.4
2023-04-29,Huế,Trung Bộ,29.7,993.2,2.4,149,81.0,12.0,3.5,Mưa nhẹ,39.0,29.8,38.8,2.2,4.3,8.4,5.1
2023-04-29,Nha Trang,Trung Bộ,23.7,994.6,5.4,42,66.9,6.9,0.0,Mây,48.0,29.6,42.9,2.03,2.1,5.4,17.2
2023-04-29,Đà Lạt,Tây Nguyên,18.2,1002.5,4.3,164,73.3,2.0,0.0,Nắng,33.0,22.8,40.8,2.21,10.4,3.1,0.0
2023-04-29,Vũng Tàu,Nam Bộ,29.8,1001.9,10.7,343,81.2,3.4,0.0,Nắng,48.0,32.9,28.3,2.11,14.0,4.8,12.7
2023-04-29,Hạ Long,Bắc Bộ,16.7,1001.0,1.0,160,72.6,1.2,0.0,Nắng,68.0,54.1,69.2,3.15,14.0,11.7,15.6
2023-04-30,Hà Nội,Bắc Bộ,16.0,993.7,2.9,295,68.4,0.9,0.0,Nắng,75.0,52.8,80.6,4.32,17.2,10.6,12.3
2023-04-30,TP Hồ Chí Minh,Nam Bộ,30.7,1014.6,6.2,254,77.1,1.8,0.0,Nắng,80.0,61.1,85.1,3.94,18.5,10.5,26.0
2023-04-30,Đà Nẵng,Trung Bộ,31.0,1000.6,0.5,60,79.7,5.7,0.0,Nắng,44.0,29.8,45.1,1.25,10.4,9.1,14.0
2023-04-30,Hải Phòng,Bắc Bộ,18.0,1001.8,7.1,194,74.3,1.3,0.0,Nắng,66.0,50.5,81.0,3.17,11.1,4.4,28.9
2023-04-30,Cần Thơ,Nam Bộ,34.3,1002.0,0.2,188,74.5,0.5,0.0,Nắng,40.0,25.6,39.4,2.05,0.0,2.8,4.5
2023-04-30,Huế,Trung Bộ,31.9,992.8,3.0,330,72.8,1.9,0.0,Nắng,39.0,27.4,36.0,2.1,16.8,11.5,5.2
2023-04-30,Nha Trang,Trung Bộ,30.5,1003.5,4.4,82,68.6,2.0,6.5,Mưa vừa,28.0,21.3,41.2,0.64,8.1,10.3,9.8
2023-04-30,Đà Lạt,Tây Nguyên,22.1,1005.0,2.7,176,63.1,0.9,0.0,Mây,25.0,18.3,30.5,1.4,0.8,7.7,2.2
2023-04-30,Vũng Tàu,Nam Bộ,30.3,995.4,8.5,134,69.6,4.0,0.0,Nắng,49.0,40.5,39.4,2.56,13.9,8.3,0.0
2023-04-30,Hạ Long,Bắc Bộ,10.5,1005.7,0.8,146,71.9,8.3,0.0,Mây,66.0,41.3,49.6,3.47,10.4,10.9,13.1
2023-05-01,Hà Nội,Bắc Bộ,33.5,998.8,6.9,40,76.0,0.3,36.0,Mưa to,54.0,44.9,74.0,2.44,2.6,6.0,15.5
2023-05-01,TP Hồ Chí Minh,Nam Bộ,31.3,1002.0,0.8,325,88.7,2.3,0.0,Nắng,67.0,49.7,76.7,3.47,11.3,13.9,10.3
2023-05-01,Đà Nẵng,Trung Bộ,33.0,1000.2,0.6,245,75.2,0.9,6.2,Mưa vừa,38.0,32.7,54.4,1.08,11.0,6.1,14.8
2023-05-01,Hải Phòng,Bắc Bộ,31.8,997.2,1.0,227,83.8,0.4,0.0,Nắng,56.0,39.3,67.1,2.26,14.6,7.1,24.8
2023-05-01,Cần Thơ,Nam Bộ,28.5,1005.2,1.3,36,85.8,9.7,44.7,Mưa to,44.0,32.9,69.8,1.94,0.0,5.6,22.9
2023-05-01,Huế,Trung Bộ,25.1,997.3,2.7,60,72.8,2.5,0.0,Nắng,60.0,46.6,60.3,3.07,14.9,8.2,14.9
2023-05-01,Nha Trang,Trung Bộ,33.4,995.5,4.6,274,77.0,3.1,0.0,Nắng,28.0,16.5,17.1,1.72,20.5,11.7,4.6
2023-05-01,Đà Lạt,Tây Nguyên,18.0,1001.3,0.6,332,87.6,1.5,65.3,Dông,13.0,4.9,0.0,0.36,3.5,1.9,1.6
2023-05-01,Vũng Tàu,Nam Bộ,33.1,993.1,3.7,295,76.4,2.4,0.0,Nắng,46.0,32.1,41.0,2.66,18.7,10.6,6.5
2023-05-01,Hạ Long,Bắc Bộ,27.4,996.1,5.7,349,82.1,8.5,45.0,Mưa to,49.0,33.6,70.6,1.88,11.5,7.3,1.2
2023-05-02,Hà Nội,Bắc Bộ,29.0,999.2,2.9,219,67.3,6.8,26.4,Mưa to,73.0,59.3,87.3,3.69,5.1,7.7,23.9
2023-05-02,TP Hồ Chí Minh,Nam Bộ,31.4,1009.3,5.5,328,77.7,1.7,0.0,Mây,58.0,45.1,63.2,2.58,12.0,5.3,16.2
2023-05-02,Đà Nẵng,Trung Bộ,34.5,1000.0,3.1,291,76.6,1.6,0.0,Nắng,61.0,48.3,50.6,3.04,11.4,2.1,12.5
2023-05-02,Hải Phòng,Bắc Bộ,30.2,1001.9,1.9,79,76.9,0.6,0.0,Nắng,66.0,48.2,75.0,3.25,9.4,5.3,19.0
2023-05-02,Cần Thơ,Nam Bộ,31.2,996.9,3.4,313,76.8,3.5,109.9,Dông,43.0,33.7,44.3,2.42,4.9,4.6,14.0
2023-05-02,Huế,Trung Bộ,30.5,1003.1,3.5,263,74.7,5.5,16.5,Mưa vừa,35.0,27.8,34.0,2.3,8.3,0.0,21.1
2023-05-02,Nha Trang,Trung Bộ,25.4,1006.6,9.4,98,82.2,2.7,0.0,Nắng,43.0,35.2,47.2,2.64,11.3,0.0,7.6
2023-05-02,Đà Lạt,Tây Nguyên,14.5,1000.2,7.5,18,89.7,2.9,36.9,Mưa to,28.0,13.3,30.4,1.85,1.0,7.2,7.4
